"active_power"	"irradiation"	"module_temperature"	"windspeed"	"ambient_temp"	"minute"
0	0	22.1407624631	2.10483870965	24.1739980448	1275
0	0	21.1241446723	3.41129032255	23.0303030301	1305
0	0	20.7429130008	3.19354838706	22.7761485824	1320
0	0	20.6158357769	1.66935483868	22.3949169108	1335
0	0	19.72629521	1.88709677416	22.0136852393	1350
0	0	18.9638318669	1.4516129032	21.6324535677	1365
0	0	18.4555229715	1.66935483868	21.5053763439	1380
0	0	17.9472140761	3.19354838706	21.8866080154	1395
0	0	18.836754643	3.19354838706	21.8866080154	1410
0	0	19.72629521	2.32258064513	21.7595307916	1425
0	0	19.0909090907	1.88709677416	21.5053763439	0
0	0	18.4555229715	2.54032258061	21.2512218962	15
0	0	18.3284457476	2.7580645161	21.1241446723	30
0	0	18.2013685238	3.84677419352	21.1241446723	45
0.339	0.0027370478986	18.836754643	2.97580645158	20.9970674485	60
1.355	0.0340175953082	19.3450635384	2.97580645158	21.7595307916	75
2.882	0.0907135874881	20.2346041054	3.41129032255	23.2844574778	90
4.916	0.157184750733	22.5219941347	4.71774193545	24.5552297163	105
6.93	0.221700879766	24.4281524925	6.02419354835	25.4447702833	120
8.998	0.292082111437	25.8260019548	5.80645161287	26.4613880741	135
11.609	0.35659824047	27.6050830887	5.58870967739	25.9530791787	150
13.699	0.415249266863	29.8924731181	5.15322580642	25.5718475071	165
15.566	0.471945259043	31.7986314758	5.80645161287	25.698924731	180
17.506	0.536461388075	33.5777126097	5.58870967739	25.9530791787	195
20.359	0.638123167156	38.0254154445	4.93548387093	27.8592375364	225
21.753	0.685043988271	40.0586510261	6.24193548384	29.0029325511	240
23.412	0.745650048877	41.4565004885	8.41935483867	30.0195503419	255
24.703	0.788660801565	41.7106549362	7.33064516126	30.782013685	270
25.646	0.827761485827	43.4897360701	8.85483870964	31.5444770281	285
25.63	0.86099706745	44.5063538609	10.814516129	32.4340175951	300
26.773	0.884457478007	44.2521994132	11.4677419354	33.1964809382	315
27.031	0.900097751711	45.0146627563	10.379032258	33.7047898336	330
27.341	0.907917888564	45.0146627563	12.9919354838	34.4672531767	345
28.377	0.935288367547	45.1417399802	12.7741935483	35.3567937436	360
28.907	0.945063538613	46.4125122187	14.5161290322	35.9921798629	375
28.883	0.947018572826	45.7771260994	13.8629032258	36.5004887583	390
28.205	0.935288367547	46.6666666664	11.9032258064	37.3900293253	420
27.602	0.919648093843	47.6832844572	13.8629032258	37.7712609968	435
27.155	0.900097751711	47.3020527856	13.4274193548	37.8983382207	450
26.598	0.882502443794	47.1749755618	11.4677419354	38.2795698922	465
24.886	0.845356793745	48.3186705764	11.6854838709	38.7878787876	480
24.475	0.80430107527	48.4457478003	13.2096774193	39.0420332353	495
23.624	0.790615835778	47.6832844572	14.7338709677	39.296187683	510
22.976	0.751515151516	46.6666666664	16.4758064516	39.8044965784	525
21.111	0.722189638319	46.158357771	15.1693548387	40.0586510261	540
20.21	0.669403714566	46.5395894425	15.3870967742	40.18572825	555
18.512	0.614662756599	45.3958944279	16.2580645161	40.18572825	570
16.614	0.565786901271	44.8875855325	18.6532258064	40.0586510261	585
15.311	0.514956011731	43.9980449655	16.9112903225	39.9315738023	600
13.205	0.460215053764	43.4897360701	16.0403225806	39.9315738023	615
12.113	0.40742913001	43.1085043986	18.4354838709	39.8044965784	630
9.996	0.352688172044	42.3460410554	14.0806451613	39.5503421307	645
8.511	0.301857282503	41.7106549362	16.2580645161	39.4232649069	660
6.733	0.251026392962	41.0752688169	16.9112903225	39.0420332353	675
5.32	0.204105571848	40.18572825	14.5161290322	38.9149560115	690
4.062	0.16109481916	39.5503421307	12.7741935483	38.6608015638	705
2.923	0.121994134898	38.9149560115	11.25	38.4066471161	720
2.143	0.0907135874881	38.1524926684	8.85483870964	37.8983382207	735
1.498	0.0633431085047	37.3900293253	8.63709677416	37.3900293253	750
1.048	0.0437927663737	36.5004887583	7.11290322577	36.754643206	765
0.55	0.0242424242427	35.6109481913	5.58870967739	35.865102639	780
0.118	0.0066471163248	34.4672531767	4.064516129	34.9755620721	795
0	0	33.1964809382	2.7580645161	33.9589442813	810
0	0	31.9257086997	2.10483870965	33.4506353859	825
0	0	30.5278592373	1.66935483868	32.6881720428	840
0	0	29.5112414465	1.01612903223	31.9257086997	855
0	0	27.8592375364	1.01612903223	31.1632453566	870
0	0	26.8426197456	1.01612903223	30.5278592373	885
0	0	26.2072336264	1.01612903223	30.0195503419	900
0	0	25.698924731	1.01612903223	29.5112414465	915
0	0	25.3176930594	2.32258064513	29.1300097749	930
0	0	26.4613880741	2.32258064513	29.0029325511	945
0	0	27.9863147603	1.01612903223	28.4946236557	960
0	0	26.0801564025	1.01612903223	28.240469208	975
0	0	24.809384164	1.4516129032	27.8592375364	990
0	0	24.1739980448	1.23387096771	27.6050830887	1005
0	0	24.0469208209	1.23387096771	27.2238514172	1020
0	0	23.5386119255	1.4516129032	26.8426197456	1035
0	0	23.7927663732	1.23387096771	26.3343108502	1050
0	0	23.1573802539	1.23387096771	25.9530791787	1065
0	0	22.6490713585	1.23387096771	25.698924731	1080
0	0	22.5219941347	1.01612903223	25.3176930594	1095
0	0	22.1407624631	1.01612903223	25.0635386117	1110
0	0	22.0136852393	1.01612903223	24.809384164	1125
0	0	21.8866080154	1.23387096771	24.6823069402	1140
0	0	21.8866080154	1.4516129032	24.9364613879	1155
0	0	22.3949169108	1.23387096771	24.809384164	1170
0	0	22.1407624631	1.4516129032	24.0469208209	1185
0	0	21.5053763439	1.23387096771	23.9198435971	1200
0	0	21.1241446723	1.23387096771	23.6656891494	1215
0	0	20.9970674485	1.01612903223	23.5386119255	1230
0	0	20.4887585531	1.23387096771	23.5386119255	1245
0	0	20.6158357769	1.01612903223	23.1573802539	1260
0	0	20.6158357769	1.23387096771	23.0303030301	1275
0	0	20.4887585531	1.01612903223	22.7761485824	1290
0	0	20.2346041054	1.23387096771	22.5219941347	1305
0	0	19.8533724338	1.23387096771	22.3949169108	1320
0	0	19.72629521	2.10483870965	22.267839687	1335
0	0	20.2346041054	1.23387096771	21.8866080154	1350
0	0	20.1075268815	1.23387096771	22.0136852393	1365
0	0	19.72629521	1.23387096771	21.8866080154	1380
0	0	19.5992179861	2.32258064513	21.7595307916	1395
0	0	19.5992179861	2.54032258061	21.7595307916	1410
0	0	20.2346041054	1.66935483868	21.5053763439	1425
0	0	19.8533724338	1.23387096771	21.2512218962	0
0	0	18.9638318669	1.4516129032	21.2512218962	15
0	0	18.7096774192	1.23387096771	21.2512218962	30
0	0	19.0909090907	1.23387096771	21.5053763439	45
0.335	0.0046920821117	18.9638318669	1.4516129032	21.8866080154	60
1.233	0.0340175953082	19.72629521	1.88709677416	22.6490713585	75
2.603	0.0848484848488	21.1241446723	1.4516129032	24.3010752686	90
4.748	0.151319648094	23.1573802539	1.4516129032	26.5884652979	105
6.977	0.223655913979	26.0801564025	1.88709677416	28.4946236557	120
9.053	0.295992179864	29.5112414465	1.4516129032	29.7653958942	135
12.139	0.366373411535	33.0694037143	2.97580645158	28.7487781034	150
14.074	0.434799608994	35.3567937436	4.064516129	27.8592375364	165
16.339	0.497360703813	35.865102639	2.97580645158	28.1133919841	180
17.961	0.563831867058	39.1691104592	2.7580645161	28.4946236557	195
19.773	0.622482893451	41.7106549362	3.84677419352	29.2570869988	210
21.489	0.681133919844	43.8709677417	4.71774193545	29.8924731181	225
22.537	0.728054740959	44.3792766371	4.28225806448	30.6549364612	240
23.539	0.77302052786	46.6666666664	5.15322580642	31.5444770281	255
24.908	0.821896383188	47.4291300095	4.49999999997	32.4340175951	270
26.444	0.862952101663	49.4623655911	4.064516129	33.0694037143	285
25.86	0.907917888564	52.0039100681	4.49999999997	33.8318670574	300
27.254	0.913782991203	53.0205278589	3.84677419352	34.4672531767	315
27.703	0.950928641252	55.8162267837	2.97580645158	35.1026392959	330
28.393	0.972434017596	57.7223851414	3.62903225803	35.865102639	345
26.488	0.923558162269	58.7390029322	6.02419354835	36.754643206	360
28.774	0.960703812318	55.1808406644	6.45967741932	37.1358748776	375
28.229	0.982209188662	55.562072336	5.58870967739	37.5171065491	390
27.682	0.978299120235	54.672531769	5.15322580642	38.1524926684	405
26.591	0.941153470187	57.4682306937	7.54838709674	38.4066471161	420
27.779	0.921603128056	55.3079178883	6.02419354835	38.6608015638	435
25.385	0.909872922777	55.8162267837	7.98387096771	39.0420332353	450
26.576	0.884457478007	55.3079178883	7.11290322577	39.4232649069	465
24.858	0.85513196481	55.8162267837	7.33064516126	39.8044965784	480
23.598	0.808211143696	54.2913000974	7.76612903222	40.18572825	495
22.595	0.761290322581	51.8768328443	8.41935483867	40.18572825	510
22.633	0.74760508309	50.2248289342	7.11290322577	40.8211143692	525
22.507	0.730009775172	52.3851417397	9.07258064513	41.0752688169	540
19.907	0.692864125123	49.4623655911	8.85483870964	41.2023460408	555
18.183	0.624437927664	49.589442815	7.33064516126	41.2023460408	570
17.156	0.569696969698	49.3352883673	6.02419354835	41.3294232646	585
15.343	0.52082111437	48.8269794718	5.80645161287	41.2023460408	600
13.688	0.471945259043	48.4457478003	4.71774193545	41.4565004885	615
11.545	0.409384164223	48.4457478003	7.33064516126	41.2023460408	630
10.262	0.354643206257	45.9042033233	6.02419354835	41.2023460408	645
8.535	0.307722385142	44.5063538609	7.11290322577	41.0752688169	660
6.844	0.256891495602	43.616813294	7.11290322577	40.9481915931	675
5.37	0.208015640274	41.7106549362	6.02419354835	40.4398826977	690
4.02	0.166959921799	40.5669599215	6.89516129029	40.18572825	705
2.786	0.125904203324	39.5503421307	4.28225806448	40.0586510261	720
1.899	0.0868035190619	38.4066471161	5.58870967739	39.296187683	735
1.287	0.0574780058654	37.3900293253	5.15322580642	38.5337243399	750
0.919	0.0418377321606	36.2463343106	2.97580645158	37.7712609968	765
0.4	0.0183773216034	34.8484848482	1.01612903223	36.5004887583	780
0.047	0	32.3069403712	1.23387096771	35.3567937436	795
0.004	0	29.8924731181	1.01612903223	33.9589442813	810
0	0	28.1133919841	1.01612903223	32.8152492666	825
0	0	27.0967741933	1.01612903223	31.9257086997	840
0	0	26.3343108502	1.01612903223	30.9090909089	855
0	0	25.698924731	1.01612903223	30.4007820135	870
0	0	25.3176930594	1.01612903223	29.8924731181	885
0	0	24.809384164	1.01612903223	29.1300097749	900
0	0	24.5552297163	1.01612903223	28.3675464318	915
0	0	23.9198435971	1.01612903223	28.1133919841	930
0	0	23.4115347016	1.4516129032	27.4780058649	945
0	0	23.2844574778	1.01612903223	27.0967741933	960
0	0	23.0303030301	1.23387096771	26.9696969695	975
0	0	22.6490713585	1.66935483868	26.9696969695	990
0	0	23.5386119255	1.66935483868	27.0967741933	1005
0	0	24.3010752686	1.66935483868	26.8426197456	1020
0	0	23.7927663732	1.66935483868	26.4613880741	1035
0	0	24.1739980448	1.01612903223	26.2072336264	1050
0	0	23.0303030301	1.23387096771	26.2072336264	1065
0	0	22.7761485824	1.23387096771	25.9530791787	1080
0	0	22.9032258062	1.01612903223	25.4447702833	1095
0	0	22.0136852393	1.4516129032	25.4447702833	1110
0	0	22.267839687	1.66935483868	25.4447702833	1125
0	0	23.0303030301	2.32258064513	25.4447702833	1140
0	0	23.7927663732	1.88709677416	25.3176930594	1155
0	0	23.9198435971	1.4516129032	25.1906158356	1170
0	0	23.5386119255	1.4516129032	24.9364613879	1185
0	0	23.0303030301	2.10483870965	24.5552297163	1200
0	0	22.5219941347	4.064516129	25.0635386117	1215
0	0	24.3010752686	2.10483870965	25.1906158356	1245
0	0	24.0469208209	1.23387096771	24.5552297163	1260
0	0	22.267839687	2.32258064513	23.9198435971	1275
0	0	22.267839687	2.7580645161	23.7927663732	1290
0	0	22.6490713585	3.41129032255	24.809384164	1305
0	0	23.9198435971	4.064516129	25.8260019548	1320
0	0	24.809384164	3.19354838706	25.8260019548	1335
0	0	24.4281524925	1.66935483868	25.0635386117	1350
0	0	23.4115347016	1.01612903223	24.4281524925	1365
0	0	21.37829912	1.01612903223	24.1739980448	1380
0	0	20.6158357769	1.01612903223	23.6656891494	1395
0	0	20.1075268815	1.01612903223	23.4115347016	1410
0	0	19.72629521	1.01612903223	23.2844574778	1425
0	0	19.3450635384	1.01612903223	22.6490713585	15
0	0	19.2179863146	1.23387096771	22.6490713585	30
0	0	19.72629521	1.01612903223	22.5219941347	45
0.277	0.0046920821117	19.72629521	1.01612903223	22.6490713585	60
1.105	0.0281524926689	20.2346041054	1.01612903223	22.9032258062	75
2.254	0.0672531769309	21.5053763439	1.01612903223	24.0469208209	90
3.768	0.116129032258	23.4115347016	1.01612903223	25.698924731	105
5.444	0.172825024438	26.2072336264	1.01612903223	27.6050830887	120
7.167	0.229521016618	29.3841642226	1.01612903223	29.5112414465	135
9.33	0.288172043011	32.9423264905	1.23387096771	29.2570869988	150
11.389	0.342913000978	35.6109481913	1.4516129032	29.2570869988	165
13.272	0.403519061584	38.1524926684	1.4516129032	29.8924731181	180
14.777	0.460215053764	41.4565004885	2.32258064513	30.782013685	195
16.355	0.509090909092	44.5063538609	3.41129032255	31.5444770281	210
17.829	0.559921798632	45.3958944279	2.97580645158	32.4340175951	225
18.981	0.60293255132	47.5562072333	4.71774193545	33.0694037143	240
20.352	0.651808406648	47.810361681	6.6774193548	33.9589442813	255
21.802	0.708504398828	46.0312805471	5.80645161287	34.8484848482	270
22.903	0.751515151516	47.1749755618	5.80645161287	35.4838709675	285
23.277	0.784750733139	48.0645161287	4.71774193545	36.1192570867	300
23.607	0.79843597263	50.3519061581	4.93548387093	36.5004887583	315
24.295	0.823851417401	51.1143695012	4.93548387093	37.1358748776	330
25.396	0.843401759532	52.0039100681	5.58870967739	37.644183773	345
24.378	0.849266862171	53.1476050828	3.62903225803	38.2795698922	360
25.121	0.845356793745	54.9266862167	4.28225806448	38.9149560115	375
25.315	0.876637341154	57.3411534699	5.80645161287	39.6774193546	390
25.63	0.888367546433	55.6891495598	4.064516129	40.18572825	405
24.827	0.849266862171	58.2306940368	4.28225806448	40.4398826977	420
23.992	0.845356793745	58.4848484845	4.49999999997	40.6940371454	435
22.616	0.782795698926	59.755620723	4.49999999997	40.9481915931	450
22.064	0.77302052786	59.2473118276	3.19354838706	41.3294232646	465
21.862	0.74173998045	59.2473118276	4.93548387093	41.3294232646	480
20.644	0.724144672532	58.8660801561	3.84677419352	41.5835777123	495
21.524	0.706549364615	57.5953079176	5.15322580642	41.9648093839	510
20.408	0.696774193549	55.0537634405	6.02419354835	41.83773216	525
18.727	0.651808406648	52.7663734112	5.80645161287	41.7106549362	540
17.968	0.604887585533	52.8934506351	4.28225806448	41.83773216	555
16.663	0.571652003911	53.2746823066	3.19354838706	42.2189638316	570
15.249	0.522776148583	54.0371456497	3.41129032255	42.6001955032	585
13.395	0.462170087977	53.4017595305	4.064516129	42.4731182793	600
11.867	0.401564027371	51.3685239489	3.19354838706	42.727272727	615
10.568	0.360508308896	49.7165200388	2.32258064513	42.6001955032	630
9.145	0.315542521995	48.9540566957	3.19354838706	42.3460410554	645
7.61	0.27448680352	46.9208211141	2.32258064513	42.4731182793	660
6.051	0.225610948192	45.3958944279	2.54032258061	41.83773216	675
4.78	0.178690127078	43.8709677417	1.66935483868	41.5835777123	690
3.793	0.143499511242	42.8543499509	1.4516129032	41.2023460408	705
2.79	0.108308895406	41.3294232646	1.23387096771	40.6940371454	720
2.115	0.0809384164226	39.9315738023	1.4516129032	40.18572825	735
1.488	0.0574780058654	38.5337243399	1.23387096771	38.9149560115	750
1.008	0.0359726295213	36.8817204299	1.01612903223	38.0254154445	765
0.506	0.0203323558165	35.3567937436	0.798387096744	37.0087976537	780
0.133	0.0046920821117	33.5777126097	1.01612903223	35.7380254152	795
0	0	31.7986314758	1.01612903223	34.4672531767	810
0	0	30.5278592373	1.01612903223	33.7047898336	825
0	0	29.5112414465	1.01612903223	33.0694037143	840
0	0	28.6217008795	1.01612903223	32.4340175951	855
0	0	27.9863147603	1.23387096771	31.671554252	870
0	0	27.7321603126	1.23387096771	30.9090909089	885
0	0	27.2238514172	1.23387096771	30.782013685	900
0	0	27.7321603126	1.4516129032	30.4007820135	915
0	0	26.9696969695	1.66935483868	30.2737047896	930
0	0	27.6050830887	1.66935483868	30.2737047896	945
0	0	27.6050830887	1.66935483868	30.6549364612	960
0	0	27.9863147603	2.10483870965	30.782013685	975
0	0	27.9863147603	1.4516129032	30.782013685	990
0	0	27.7321603126	1.66935483868	30.5278592373	1005
0	0	27.6050830887	1.4516129032	30.5278592373	1020
0	0	27.2238514172	1.23387096771	30.4007820135	1035
0	0	27.2238514172	1.88709677416	30.4007820135	1050
0	0	27.350928641	1.66935483868	30.2737047896	1065
0	0	27.350928641	1.88709677416	30.1466275658	1080
0	0	27.350928641	1.23387096771	29.1300097749	1095
0	0	26.2072336264	1.23387096771	29.1300097749	1110
0	0	25.698924731	2.32258064513	29.0029325511	1125
0	0	25.9530791787	1.4516129032	28.6217008795	1140
0	0	25.698924731	1.88709677416	27.9863147603	1155
0	0	25.4447702833	1.23387096771	27.6050830887	1170
0	0	25.4447702833	1.88709677416	27.2238514172	1185
0	0	25.3176930594	1.4516129032	26.8426197456	1200
0	0	25.1906158356	1.23387096771	26.4613880741	1215
0	0	23.9198435971	1.4516129032	26.0801564025	1230
0	0	23.7927663732	1.01612903223	26.2072336264	1245
0	0	23.5386119255	1.01612903223	26.2072336264	1260
0	0	22.9032258062	1.01612903223	25.8260019548	1275
0	0	22.6490713585	1.01612903223	25.698924731	1290
0	0	22.5219941347	1.01612903223	25.4447702833	1305
0	0	22.1407624631	1.01612903223	25.3176930594	1320
0	0	21.8866080154	1.01612903223	24.9364613879	1335
0	0	21.5053763439	1.01612903223	24.9364613879	1350
0	0	21.2512218962	1.23387096771	24.5552297163	1365
0	0	21.2512218962	1.4516129032	24.4281524925	1380
0	0	22.267839687	2.32258064513	24.3010752686	1395
0	0	22.3949169108	1.66935483868	24.4281524925	1410
0	0	23.1573802539	1.23387096771	24.5552297163	1425
0	0	22.5219941347	1.4516129032	24.6823069402	0
0	0	22.5219941347	2.10483870965	24.3010752686	15
0	0	22.6490713585	2.32258064513	23.6656891494	30
0	0	22.7761485824	1.4516129032	23.5386119255	45
0.278	0.0027370478986	22.7761485824	1.23387096771	23.5386119255	60
1.075	0.0261974584558	22.3949169108	1.88709677416	24.0469208209	75
2.157	0.0672531769309	23.0303030301	2.10483870965	25.3176930594	90
4.015	0.123949169111	25.1906158356	2.10483870965	26.9696969695	105
5.918	0.192375366569	27.6050830887	1.23387096771	29.0029325511	120
7.708	0.260801564028	30.9090909089	1.4516129032	30.782013685	135
10.09	0.317497556208	34.4672531767	1.88709677416	30.4007820135	150
12.048	0.38201368524	37.3900293253	3.62903225803	29.8924731181	165
13.604	0.434799608994	38.0254154445	3.84677419352	30.2737047896	180
15.399	0.487585532747	39.296187683	3.62903225803	30.782013685	195
16.56	0.542326490714	41.0752688169	5.80645161287	31.0361681327	210
18.3	0.589247311829	41.4565004885	3.19354838706	31.671554252	225
19.859	0.642033235582	44.7605083086	4.93548387093	32.4340175951	240
21.319	0.683088954057	45.5229716517	3.84677419352	33.1964809382	255
21.788	0.730009775172	48.4457478003	3.84677419352	34.213098729	270
22.864	0.761290322581	50.3519061581	5.3709677419	35.2297165198	285
23.667	0.794525904204	49.7165200388	6.45967741932	35.9921798629	300
23.898	0.825806451614	49.8435972627	6.89516129029	36.754643206	315
25.214	0.843401759532	50.7331378296	5.15322580642	37.644183773	330
24.941	0.864907135876	53.2746823066	6.24193548384	38.2795698922	345
24.417	0.882502443794	54.2913000974	5.3709677419	39.0420332353	360
24.717	0.884457478007	55.3079178883	4.93548387093	39.8044965784	375
23.735	0.806256109483	57.5953079176	7.76612903222	40.0586510261	390
24.941	0.82971652004	53.4017595305	9.94354838706	40.18572825	405
25.517	0.864907135876	51.8768328443	9.72580645158	40.6940371454	420
24.753	0.851221896384	52.6392961874	12.1209677419	40.8211143692	435
25.168	0.849266862171	50.8602150535	11.0322580645	41.3294232646	450
24.44	0.806256109483	51.6226783966	12.1209677419	41.7106549362	480
23.875	0.788660801565	50.2248289342	11.25	41.83773216	495
21.297	0.759335288368	50.6060606058	12.9919354838	41.83773216	510
20.623	0.685043988271	49.7165200388	12.1209677419	42.3460410554	525
20.19	0.685043988271	49.0811339196	12.1209677419	42.6001955032	540
19.08	0.643988269795	48.9540566957	12.7741935483	42.727272727	555
17.352	0.606842619747	48.5728250241	13.8629032258	42.4731182793	570
16.101	0.561876832845	47.4291300095	13.2096774193	42.3460410554	585
15.563	0.524731182796	47.0478983379	15.8225806451	42.2189638316	600
13.548	0.485630498534	45.9042033233	11.0322580645	42.3460410554	615
11.663	0.417204301076	45.6500488756	12.3387096774	41.9648093839	630
10.376	0.368328445748	45.0146627563	12.1209677419	41.83773216	645
8.308	0.313587487782	44.1251221894	11.9032258064	41.5835777123	660
6.904	0.264711632454	43.2355816224	11.4677419354	41.3294232646	675
5.302	0.21779081134	42.4731182793	11.9032258064	40.9481915931	690
3.864	0.166959921799	41.3294232646	12.7741935483	40.6940371454	705
2.739	0.127859237537	40.4398826977	9.07258064513	40.18572825	720
1.827	0.088758553275	39.5503421307	7.54838709674	39.8044965784	735
1.262	0.0594330400785	38.6608015638	6.6774193548	39.0420332353	750
0.879	0.0398826979475	37.7712609968	4.71774193545	38.1524926684	765
0.413	0.0203323558165	36.5004887583	3.41129032255	37.2629521014	780
0.125	0.0027370478986	35.2297165198	2.10483870965	36.5004887583	795
0	0	33.5777126097	1.23387096771	35.6109481913	810
0	0	31.671554252	1.01612903223	34.7214076244	825
0	0	29.8924731181	1.01612903223	33.7047898336	840
0	0	28.8758553272	1.01612903223	32.9423264905	855
0	0	28.3675464318	1.01612903223	32.1798631474	870
0	0	28.1133919841	1.01612903223	31.671554252	885
0	0	27.7321603126	1.01612903223	31.2903225804	900
0	0	27.4780058649	1.01612903223	30.782013685	915
0	0	27.0967741933	1.23387096771	30.5278592373	930
0	0	26.8426197456	1.01612903223	30.5278592373	945
0	0	26.8426197456	1.01612903223	30.2737047896	960
0	0	26.9696969695	1.01612903223	29.7653958942	975
0	0	26.4613880741	1.01612903223	29.3841642226	990
0	0	25.9530791787	1.01612903223	29.2570869988	1005
0	0	25.9530791787	1.01612903223	28.8758553272	1020
0	0	25.4447702833	1.01612903223	28.4946236557	1035
0	0	24.809384164	1.23387096771	28.4946236557	1050
0	0	25.1906158356	1.4516129032	28.1133919841	1065
0	0	25.8260019548	1.01612903223	27.7321603126	1080
0	0	24.809384164	1.23387096771	27.4780058649	1095
0	0	24.5552297163	1.23387096771	27.2238514172	1110
0	0	24.4281524925	1.23387096771	26.3343108502	1125
